long,lat,generated_temp
146.2008124904521,-38.40297839610954,18.144090463883323
147.5482854166314,-38.40297839610954,19.22513589545405
146.2008124904521,-37.05550546993026,15.789594725711126
147.5482854166314,-37.05550546993026,13.340826422109256
148.89575834281067,-37.05550546993026,13.355042819092091
150.24323126898997,-37.05550546993026,19.128882667330167
146.2008124904521,-35.708032543750974,18.17734713475704
147.5482854166314,-35.708032543750974,16.028817613935633
148.89575834281067,-35.708032543750974,11.098115333227534
150.24323126898997,-35.708032543750974,18.552686529036706
146.2008124904521,-34.360559617571695,18.092577723013218
147.5482854166314,-34.360559617571695,17.3438869345196
148.89575834281067,-34.360559617571695,15.135561763989337
150.24323126898997,-34.360559617571695,14.983054507455988
151.59070419516925,-34.360559617571695,18.90918936237026
146.2008124904521,-33.01308669139241,17.94827952636051
147.5482854166314,-33.01308669139241,17.236280891786567
148.89575834281067,-33.01308669139241,15.261597361758835
150.24323126898997,-33.01308669139241,14.807347698041825
151.59070419516925,-33.01308669139241,18.502745032315527
152.93817712134853,-33.01308669139241,18.78847201161048
146.2008124904521,-31.66561376521313,17.01004671068251
147.5482854166314,-31.66561376521313,17.80248296716101
148.89575834281067,-31.66561376521313,16.567152997827325
150.24323126898997,-31.66561376521313,14.111467043030387
151.59070419516925,-31.66561376521313,13.562649739039125
152.93817712134853,-31.66561376521313,18.7602728685174
146.2008124904521,-30.31814083903385,18.25735066380318
147.5482854166314,-30.31814083903385,18.466433348284394
148.89575834281067,-30.31814083903385,17.931739384223512
150.24323126898997,-30.31814083903385,14.892728200098075
151.59070419516925,-30.31814083903385,11.627238247755775
152.93817712134853,-30.31814083903385,17.627653699733397
146.2008124904521,-28.970667912854566,17.94941486260598
147.5482854166314,-28.970667912854566,18.50027374036326
148.89575834281067,-28.970667912854566,18.300376525969504
150.24323126898997,-28.970667912854566,17.63913063268513
151.59070419516925,-28.970667912854566,15.437363388351447
152.93817712134853,-28.970667912854566,18.760099778263267
146.2008124904521,-27.623194986675284,17.829476761889044
147.5482854166314,-27.623194986675284,17.086445061575308
148.89575834281067,-27.623194986675284,17.186800962136232
150.24323126898997,-27.623194986675284,17.19476167128245
151.59070419516925,-27.623194986675284,16.425609084677752
152.93817712134853,-27.623194986675284,18.918623673680763
146.2008124904521,-26.275722060496,17.033890969256124
147.5482854166314,-26.275722060496,15.790339867937531
148.89575834281067,-26.275722060496,16.51353370973226
150.24323126898997,-26.275722060496,16.646471088769417
151.59070419516925,-26.275722060496,16.320911881866355
152.93817712134853,-26.275722060496,18.502337519136933
146.2008124904521,-24.92824913431672,16.149977108122616
147.5482854166314,-24.92824913431672,14.528385067096924
148.89575834281067,-24.92824913431672,16.277045402685104
150.24323126898997,-24.92824913431672,17.685342957717882
151.59070419516925,-24.92824913431672,17.355282290397227
152.93817712134853,-24.92824913431672,19.038566738995698
146.2008124904521,-23.580776208137436,16.536779546763935
147.5482854166314,-23.580776208137436,16.930668316718638
148.89575834281067,-23.580776208137436,17.931336997055872
150.24323126898997,-23.580776208137436,18.40790783348954
151.59070419516925,-23.580776208137436,18.94114331032754
