long,lat,generated_temp
146.85209107143876,-38.4793351952597,18.56881672262918
146.9688720583743,-38.4793351952597,18.945716861422163
147.08565304530984,-38.4793351952597,18.793945308952765
147.20243403224538,-38.4793351952597,19.0870811135544
147.31921501918092,-38.4793351952597,19.079509131134905
147.43599600611645,-38.4793351952597,19.377514260938337
147.552776993052,-38.4793351952597,19.044020916781427
147.66955797998753,-38.4793351952597,19.21965746077553
147.78633896692307,-38.4793351952597,18.78503004897399
147.9031199538586,-38.4793351952597,18.701922910649063
148.01990094079414,-38.4793351952597,18.76610525711989
145.80106218901892,-38.36255420832416,17.89385060727745
145.91784317595446,-38.36255420832416,17.201859138602714
146.03462416289,-38.36255420832416,17.210450028985793
146.15140514982554,-38.36255420832416,17.299787298243295
146.26818613676107,-38.36255420832416,17.924402258550582
146.3849671236966,-38.36255420832416,18.102055467231303
146.50174811063215,-38.36255420832416,17.22992891090227
146.6185290975677,-38.36255420832416,16.76893288686394
146.73531008450323,-38.36255420832416,16.999509423327556
146.85209107143876,-38.36255420832416,17.939062144703623
146.9688720583743,-38.36255420832416,18.20394016059684
147.08565304530984,-38.36255420832416,18.664873912131068
147.20243403224538,-38.36255420832416,18.943739327893425
147.31921501918092,-38.36255420832416,19.26430135840854
147.43599600611645,-38.36255420832416,19.539505911508954
147.552776993052,-38.36255420832416,18.939383910249827
147.66955797998753,-38.36255420832416,19.14961570661912
147.78633896692307,-38.36255420832416,18.798430609430824
147.9031199538586,-38.36255420832416,18.770429683786567
148.01990094079414,-38.36255420832416,19.36906361306579
145.80106218901892,-38.245773221388625,18.338013686866866
145.91784317595446,-38.245773221388625,17.608181741956567
146.03462416289,-38.245773221388625,16.855643109358173
146.15140514982554,-38.245773221388625,17.023186510036428
146.26818613676107,-38.245773221388625,17.69359212507664
146.3849671236966,-38.245773221388625,18.532033254419368
146.50174811063215,-38.245773221388625,18.291423512018895
146.6185290975677,-38.245773221388625,18.075192846908568
146.73531008450323,-38.245773221388625,18.11752462462894
146.85209107143876,-38.245773221388625,17.59578173584699
146.9688720583743,-38.245773221388625,18.181966605089265
147.08565304530984,-38.245773221388625,18.706336245857266
147.20243403224538,-38.245773221388625,18.872580306771642
147.31921501918092,-38.245773221388625,19.144085738896603
147.43599600611645,-38.245773221388625,18.958812555724858
147.552776993052,-38.245773221388625,19.078676864902196
147.66955797998753,-38.245773221388625,18.679267568495597
147.78633896692307,-38.245773221388625,18.87367278976473
147.9031199538586,-38.245773221388625,19.153662943077364
148.01990094079414,-38.245773221388625,18.918881549835803
